id,name,base_experience,height,weight,ability_1_name,ability_1_description,ability_1_is_hidden,ability_2_name,ability_2_description,ability_2_is_hidden,hp,attack,defense,special-attack,special-defense,speed,total,type_1,type_2,base_happiness,capture_rate,pre_evolution,evolution_1,evolution_2,evolution_3,gender_rate,generation,growth_rate,ability_3_name,ability_3_description,ability_3_is_hidden,url_sprite,url_cry,url_type_1_tag,url_type_2_tag
92,gastly,62,13,1,levitate,"This Pokémon is immune to ground-type moves, spikes, toxic spikes, and arena trap. This ability is disabled during gravity or ingrain, or while holding an iron ball. This ability is not disabled during roost.",False,,,,30,35,30,100,35,80,310,ghost,poison,50,190,,haunter,,,0.5,generation-i,medium-slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Gastly.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/092 - Gastly.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ghost.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png
93,haunter,142,16,1,levitate,"This Pokémon is immune to ground-type moves, spikes, toxic spikes, and arena trap. This ability is disabled during gravity or ingrain, or while holding an iron ball. This ability is not disabled during roost.",False,,,,45,50,45,115,55,95,405,ghost,poison,50,90,gastly,gengar,,,0.5,generation-i,medium-slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Haunter.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/093 - Haunter.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ghost.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png
94,gengar,250,15,405,cursed-body,Moves that hit this Pokémon have a 30% chance of being Disabled afterward.,False,,,,60,65,60,130,75,110,500,ghost,poison,50,45,haunter,,,,0.5,generation-i,medium-slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Gengar.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/094 - Gengar.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ghost.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png
95,onix,77,88,2100,rock-head,This Pokémon does not receive recoil damage from its recoil moves. struggle's recoil is unaffected. This ability does not prevent crash damage from missing with jump kick or high jump kick.,False,sturdy,"When this Pokémon is at full HP, any hit that would knock it out will instead leave it with 1 HP. Regardless of its current HP, it is also immune to the one-hit KO moves: fissure, guillotine, horn drill, and sheer cold. If this Pokémon is holding a focus sash, this ability takes precedence and the item will not be consumed.",False,35,45,160,30,45,70,385,rock,ground,50,45,,,,,0.5,generation-i,medium,weak-armor,"Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage. This ability triggers on every hit of a multiple-hit move.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Onix.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/095 - Onix.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ground.png
96,drowzee,66,10,324,insomnia,"This Pokémon cannot be asleep. This causes rest to fail altogether. If a Pokémon is asleep and acquires this ability, it will immediately wake up; this includes when regaining a lost ability upon leaving battle. This ability functions identically to vital spirit in battle.",False,forewarn,"When this Pokémon enters battle, it reveals the move with the highest base power known by any opposing Pokémon to all participating trainers. In the event of a tie, one is chosen at random. Moves without a listed base power are assigned one as follows: Power | Moves ----: | ----- 160 | One-hit KO moves: fissure, guillotine, horn drill, and sheer cold 120 | Counter moves: counter, metal burst, and mirror coat 80 | Variable power or set damage: crush grip, dragon rage, electro ball, endeavor, final gambit, flail, frustration, grass knot, gyro ball, heat crash, heavy slam, hidden power, low kick, natural gift, night shade, psywave, return, reversal, seismic toss, sonic boom, trump card, and wring out 0 | Any such move not listed ",False,60,48,45,43,90,42,328,psychic,,70,190,,hypno,,,0.5,generation-i,medium,inner-focus,This Pokémon cannot flinch.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Drowzee.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/096 - Drowzee.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png,
97,hypno,169,16,756,insomnia,"This Pokémon cannot be asleep. This causes rest to fail altogether. If a Pokémon is asleep and acquires this ability, it will immediately wake up; this includes when regaining a lost ability upon leaving battle. This ability functions identically to vital spirit in battle.",False,forewarn,"When this Pokémon enters battle, it reveals the move with the highest base power known by any opposing Pokémon to all participating trainers. In the event of a tie, one is chosen at random. Moves without a listed base power are assigned one as follows: Power | Moves ----: | ----- 160 | One-hit KO moves: fissure, guillotine, horn drill, and sheer cold 120 | Counter moves: counter, metal burst, and mirror coat 80 | Variable power or set damage: crush grip, dragon rage, electro ball, endeavor, final gambit, flail, frustration, grass knot, gyro ball, heat crash, heavy slam, hidden power, low kick, natural gift, night shade, psywave, return, reversal, seismic toss, sonic boom, trump card, and wring out 0 | Any such move not listed ",False,85,73,70,73,115,67,483,psychic,,70,75,drowzee,,,,0.5,generation-i,medium,inner-focus,This Pokémon cannot flinch.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Hypno.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/097 - Hypno.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png,
98,krabby,65,4,65,hyper-cutter,"This Pokémon's Attack cannot be lowered by other Pokémon. This ability does not prevent any Attack losses other than stat modifiers, such as the Attack cut from a burn. This Pokémon can still be passed negative Attack modifiers through heart swap or power swap.",False,shell-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to battle armor.,False,30,105,90,25,25,50,325,water,,50,225,,kingler,,,0.5,generation-i,medium,sheer-force,"This Pokémon's moves with extra effects have 1.3× their power, but lose their extra effects. An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, thunder shock's paralysis is an extra effect, but thunder wave's is not, nor are knock off's item removal and air cutter's increased critical hit rate. Moves that lower the user's stats are unaffected.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Krabby.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/098 - Krabby.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
99,kingler,166,13,600,hyper-cutter,"This Pokémon's Attack cannot be lowered by other Pokémon. This ability does not prevent any Attack losses other than stat modifiers, such as the Attack cut from a burn. This Pokémon can still be passed negative Attack modifiers through heart swap or power swap.",False,shell-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to battle armor.,False,55,130,115,50,50,75,475,water,,50,60,krabby,,,,0.5,generation-i,medium,sheer-force,"This Pokémon's moves with extra effects have 1.3× their power, but lose their extra effects. An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, thunder shock's paralysis is an extra effect, but thunder wave's is not, nor are knock off's item removal and air cutter's increased critical hit rate. Moves that lower the user's stats are unaffected.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Kingler.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/099 - Kingler.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
100,voltorb,66,5,104,soundproof,"This Pokémon is immune to moves flagged as being sound-based. heal bell is unaffected. uproar still prevents this Pokémon from sleeping. This Pokémon can still receive a Perish Song counter through baton pass, and will retain a Perish Song counter if it acquires this ability after Perish Song is used. howl, roar of time, sonic boom, and yawn are not flagged as sound-based.",False,static,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed. Pokémon that are immune to electric-type moves can still be paralyzed by this ability. Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an electric Pokémon, if applicable.",False,40,30,50,55,55,100,330,electric,,70,190,,electrode,,,-1.0,generation-i,medium,aftermath,"When this Pokémon is knocked out by a move that makes contact, the move's user takes 1/4 its maximum HP in damage.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Voltorb.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/100 - Voltorb.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/electric.png,
101,electrode,172,12,666,soundproof,"This Pokémon is immune to moves flagged as being sound-based. heal bell is unaffected. uproar still prevents this Pokémon from sleeping. This Pokémon can still receive a Perish Song counter through baton pass, and will retain a Perish Song counter if it acquires this ability after Perish Song is used. howl, roar of time, sonic boom, and yawn are not flagged as sound-based.",False,static,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed. Pokémon that are immune to electric-type moves can still be paralyzed by this ability. Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an electric Pokémon, if applicable.",False,60,50,70,80,80,150,490,electric,,70,60,voltorb,,,,-1.0,generation-i,medium,aftermath,"When this Pokémon is knocked out by a move that makes contact, the move's user takes 1/4 its maximum HP in damage.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Electrode.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/101 - Electrode.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/electric.png,
102,exeggcute,65,4,25,chlorophyll,This Pokémon's Speed is doubled during strong sunlight. This bonus does not count as a stat modifier.,False,harvest,"After each turn, if the last item this Pokémon consumed was a Berry and it is not currently holding an item, it has a 50% chance of regaining that Berry, or a 100% chance during strong sunlight.",True,60,40,80,60,45,40,325,grass,psychic,50,90,,exeggutor,,,0.5,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Exeggcute.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/102 - Exeggcute.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/grass.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png
103,exeggutor,186,20,1200,chlorophyll,This Pokémon's Speed is doubled during strong sunlight. This bonus does not count as a stat modifier.,False,harvest,"After each turn, if the last item this Pokémon consumed was a Berry and it is not currently holding an item, it has a 50% chance of regaining that Berry, or a 100% chance during strong sunlight.",True,95,95,85,125,75,55,530,grass,psychic,50,45,exeggcute,,,,0.5,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Exeggutor.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/103 - Exeggutor.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/grass.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png
104,cubone,64,4,65,rock-head,This Pokémon does not receive recoil damage from its recoil moves. struggle's recoil is unaffected. This ability does not prevent crash damage from missing with jump kick or high jump kick.,False,lightning-rod,"All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target. Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it. If the move's intended target also has this ability, the move is not redirected. When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon. follow me takes precedence over this ability. If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.",False,50,50,95,40,50,35,320,ground,,50,190,,marowak,,,0.5,generation-i,medium,battle-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to shell armor.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Cubone.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/104 - Cubone.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ground.png,
105,marowak,149,10,450,rock-head,This Pokémon does not receive recoil damage from its recoil moves. struggle's recoil is unaffected. This ability does not prevent crash damage from missing with jump kick or high jump kick.,False,lightning-rod,"All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target. Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it. If the move's intended target also has this ability, the move is not redirected. When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon. follow me takes precedence over this ability. If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.",False,60,80,110,50,80,45,425,ground,,50,75,cubone,,,,0.5,generation-i,medium,battle-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to shell armor.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Marowak.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/105 - Marowak.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ground.png,
106,hitmonlee,159,15,498,limber,"This Pokémon cannot be paralyzed. If a Pokémon is paralyzed and acquires this ability, its paralysis is healed; this includes when regaining a lost ability upon leaving battle.",False,reckless,"This Pokémon's recoil moves and crash moves have 1.2× their base power. struggle is unaffected. The ""crash moves"" are the moves that damage the user upon missing: jump kick and high jump kick.",False,50,120,53,35,110,87,455,fighting,,50,45,,,,,0.0,generation-i,medium,unburden,"When this Pokémon uses or loses its held item, its Speed is doubled. If it gains another item or leaves battle, this bonus is lost. This includes when the Pokémon drops its item because of knock off. This bonus does not count as a stat modifier. There is no notification when this ability takes effect.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Hitmonlee.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/106 - Hitmonlee.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/fighting.png,
107,hitmonchan,159,14,502,keen-eye,"This Pokémon cannot have its accuracy lowered. This ability does not prevent any accuracy losses other than stat modifiers, such as the accuracy cut from fog; nor does it prevent other Pokémon's evasion from making this Pokémon's moves less accurate. This Pokémon can still be passed negative accuracy modifiers through heart swap. Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped.",False,iron-fist,"Moves flagged as being punch-based have 1.2× their base power for this Pokémon. sucker punch is not flagged as punch-based; its original, Japanese name only means ""surprise attack"".",False,50,105,79,35,110,76,455,fighting,,50,45,,,,,0.0,generation-i,medium,inner-focus,This Pokémon cannot flinch.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Hitmonchan.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/107 - Hitmonchan.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/fighting.png,
108,lickitung,77,12,655,own-tempo,"This Pokémon cannot be confused. If a Pokémon is confused and acquires this ability, its confusion will immediately be healed.",False,oblivious,"This Pokémon cannot be infatuated and is immune to captivate. If a Pokémon is infatuated and acquires this ability, its infatuation is cleared.",False,90,55,75,60,75,30,385,normal,,50,45,,,,,0.5,generation-i,medium,cloud-nine,"While this Pokémon is in battle, weather can still be in play, but will not have any of its effects. This ability functions identically to air lock.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Lickitung.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/108 - Lickitung.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,
109,koffing,68,6,10,levitate,"This Pokémon is immune to ground-type moves, spikes, toxic spikes, and arena trap. This ability is disabled during gravity or ingrain, or while holding an iron ball. This ability is not disabled during roost.",False,neutralizing-gas,,False,40,65,95,60,45,35,340,poison,,50,190,,weezing,,,0.5,generation-i,medium,stench,This Pokémon's damaging moves have a 10% chance to make the target flinch with each hit if they do not already cause flinching as a secondary effect. This ability does not stack with a held item. Overworld: The wild encounter rate is halved while this Pokémon is first in the party.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Koffing.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/109 - Koffing.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png,
110,weezing,172,12,95,levitate,"This Pokémon is immune to ground-type moves, spikes, toxic spikes, and arena trap. This ability is disabled during gravity or ingrain, or while holding an iron ball. This ability is not disabled during roost.",False,neutralizing-gas,,False,65,90,120,85,70,60,490,poison,,50,60,koffing,,,,0.5,generation-i,medium,stench,This Pokémon's damaging moves have a 10% chance to make the target flinch with each hit if they do not already cause flinching as a secondary effect. This ability does not stack with a held item. Overworld: The wild encounter rate is halved while this Pokémon is first in the party.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Weezing.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/110 - Weezing.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png,
111,rhyhorn,69,10,1150,lightning-rod,"All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target. Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it. If the move's intended target also has this ability, the move is not redirected. When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon. follow me takes precedence over this ability. If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.",False,rock-head,This Pokémon does not receive recoil damage from its recoil moves. struggle's recoil is unaffected. This ability does not prevent crash damage from missing with jump kick or high jump kick.,False,80,85,95,30,30,25,345,ground,rock,50,120,,rhydon,,,0.5,generation-i,slow,reckless,"This Pokémon's recoil moves and crash moves have 1.2× their base power. struggle is unaffected. The ""crash moves"" are the moves that damage the user upon missing: jump kick and high jump kick.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Rhyhorn.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/111 - Rhyhorn.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ground.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png
112,rhydon,170,19,1200,lightning-rod,"All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target. Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it. If the move's intended target also has this ability, the move is not redirected. When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon. follow me takes precedence over this ability. If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.",False,rock-head,This Pokémon does not receive recoil damage from its recoil moves. struggle's recoil is unaffected. This ability does not prevent crash damage from missing with jump kick or high jump kick.,False,105,130,120,45,45,40,485,ground,rock,50,60,rhyhorn,,,,0.5,generation-i,slow,reckless,"This Pokémon's recoil moves and crash moves have 1.2× their base power. struggle is unaffected. The ""crash moves"" are the moves that damage the user upon missing: jump kick and high jump kick.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Rhydon.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/112 - Rhydon.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ground.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png
113,chansey,395,11,346,natural-cure,"This Pokémon is cured of any major status ailment when it is switched out for another Pokémon. If this ability is acquired during battle, the Pokémon is cured upon leaving battle before losing the temporary ability.",False,serene-grace,"This Pokémon's moves have twice their usual effect chance. An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, flamethrower's chance of burning the target is doubled, but protect's chance of success and air cutter's increased critical hit rate are unaffected. secret power is unaffected.",False,250,5,5,35,105,50,450,normal,,140,30,,,,,1.0,generation-i,fast,healer,Friendly Pokémon next to this Pokémon in double and triple battles each have a 30% chance of being cured of any major status ailment after each turn.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Chansey.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/113 - Chansey.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,
114,tangela,87,10,350,chlorophyll,This Pokémon's Speed is doubled during strong sunlight. This bonus does not count as a stat modifier.,False,leaf-guard,"This Pokémon cannot be given a major status ailment during strong sunlight. This ability does not heal prior status ailments. rest will fail altogether with this ability in effect. yawn will immediately fail if used on this Pokémon during strong sunlight, and an already-used Yawn will fail if the weather turns to strong sunlight in the meantime.",False,65,55,115,100,40,60,435,grass,,50,45,,,,,0.5,generation-i,medium,regenerator,This Pokémon regains 1/3 of its maximum HP when it is switched out for another Pokémon under any circumstances other than having fainted. This ability does not take effect when a battle ends.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Tangela.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/114 - Tangela.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/grass.png,
115,kangaskhan,172,22,800,early-bird,"This Pokémon's remaining sleep turn count falls by 2 rather than 1. If this Pokémon's sleep counter is at 1, it will fall to 0 and then the Pokémon will wake up.",False,scrappy,This Pokémon ignores ghost-type Pokémon's immunity to normal- and fighting-type moves. Ghost Pokémon's other types affect damage as usual.,False,105,95,80,40,80,90,490,normal,,50,45,,,,,1.0,generation-i,medium,inner-focus,This Pokémon cannot flinch.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Kangaskhan.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/115 - Kangaskhan.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,
116,horsea,59,4,80,swift-swim,This Pokémon's Speed is doubled during rain. This bonus does not count as a stat modifier.,False,sniper,"This Pokémon inflicts triple damage with critical hits, rather than the usual double damage.",False,30,40,70,70,25,60,295,water,,50,225,,seadra,,,0.5,generation-i,medium,damp,"While this Pokémon is in battle, self destruct and explosion will fail and aftermath will not take effect.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Horsea.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/116 - Horsea.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
117,seadra,154,12,250,poison-point,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being poisoned.",False,sniper,"This Pokémon inflicts triple damage with critical hits, rather than the usual double damage.",False,55,65,95,95,45,85,440,water,,50,75,horsea,,,,0.5,generation-i,medium,damp,"While this Pokémon is in battle, self destruct and explosion will fail and aftermath will not take effect.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Seadra.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/117 - Seadra.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
118,goldeen,64,6,150,swift-swim,This Pokémon's Speed is doubled during rain. This bonus does not count as a stat modifier.,False,water-veil,"This Pokémon cannot be burned. If a Pokémon is burned and acquires this ability, its burn is healed; this includes when regaining a lost ability upon leaving battle.",False,45,67,60,35,50,63,320,water,,50,225,,seaking,,,0.5,generation-i,medium,lightning-rod,"All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target. Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it. If the move's intended target also has this ability, the move is not redirected. When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon. follow me takes precedence over this ability. If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Goldeen.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/118 - Goldeen.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
119,seaking,158,13,390,swift-swim,This Pokémon's Speed is doubled during rain. This bonus does not count as a stat modifier.,False,water-veil,"This Pokémon cannot be burned. If a Pokémon is burned and acquires this ability, its burn is healed; this includes when regaining a lost ability upon leaving battle.",False,80,92,65,65,80,68,450,water,,50,60,goldeen,,,,0.5,generation-i,medium,lightning-rod,"All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target. Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it. If the move's intended target also has this ability, the move is not redirected. When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon. follow me takes precedence over this ability. If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Seaking.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/119 - Seaking.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
120,staryu,68,8,345,illuminate,"Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled. This ability has no effect in battle.",False,natural-cure,"This Pokémon is cured of any major status ailment when it is switched out for another Pokémon. If this ability is acquired during battle, the Pokémon is cured upon leaving battle before losing the temporary ability.",False,30,45,55,70,55,85,340,water,,50,225,,starmie,,,-1.0,generation-i,slow,analytic,This Pokémon's moves have 1.3× their power when it moves last in a turn. future sight and doom desire are unaffected.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Staryu.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/120 - Staryu.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
121,starmie,182,11,800,illuminate,"Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled. This ability has no effect in battle.",False,natural-cure,"This Pokémon is cured of any major status ailment when it is switched out for another Pokémon. If this ability is acquired during battle, the Pokémon is cured upon leaving battle before losing the temporary ability.",False,60,75,85,100,85,115,520,water,psychic,50,60,staryu,,,,-1.0,generation-i,slow,analytic,This Pokémon's moves have 1.3× their power when it moves last in a turn. future sight and doom desire are unaffected.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Starmie.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/121 - Starmie.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png
122,mr-mime,161,13,545,soundproof,"This Pokémon is immune to moves flagged as being sound-based. heal bell is unaffected. uproar still prevents this Pokémon from sleeping. This Pokémon can still receive a Perish Song counter through baton pass, and will retain a Perish Song counter if it acquires this ability after Perish Song is used. howl, roar of time, sonic boom, and yawn are not flagged as sound-based.",False,filter,This Pokémon takes 0.75× as much damage from moves that are super effective against it. This ability functions identically to solid rock.,False,40,45,65,100,120,90,460,psychic,,50,45,,,,,0.5,generation-i,medium,technician,"This Pokémon's moves have 1.5× their power if their base power is 60 or less. This includes moves of variable power, such as hidden power and magnitude, when their power is 60 or less. helping hand's power boost is taken into account for any move, as is defense curl's power boost for rollout.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Mr._Mime.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/122 - Mr. Mime.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png,
